time,fuel_burn_kg_s
1498.142,0.000188
1499.142,0.000188
1500.142,0.000188
1501.142,0.000188
1502.142,0.000188
1503.142,0.000188
1504.142,0.000188
1505.142,0.000188
1506.142,0.000188
1507.142,0.000188
1508.142,0.000188
1509.142,0.000188
1510.142,0.000188
1511.142,0.000188
1512.142,0.000188
1513.142,0.000188
1514.142,0.000188
1515.142,0.000188
1516.142,0.000188
1517.142,0.000188
1518.142,0.000188
1519.142,0.000188
1520.142,0.000188
1521.142,0.000188
1522.142,0.000188
1523.142,0.000188
1524.142,0.000188
1525.142,0.000188
1526.142,0.000188
1527.142,0.000188
1528.142,0.000188
1529.142,0.000188
1530.142,0.000188
1531.142,0.000188
1532.142,0.000188
1533.142,0.000188
1534.142,0.000188
1535.142,0.000188
1536.142,0.000188
1537.142,0.000188
1538.142,0.000188
1539.142,0.000188
1540.142,0.000188
1541.142,0.000188
1542.142,0.000188
1543.142,0.000188
1544.142,0.000188
1545.142,0.000188
1546.142,0.000188
1547.142,0.000188
1548.142,0.000188
1549.142,0.000188
1550.142,0.000188
1551.142,0.000188
1552.142,0.000188
1553.142,0.000188
1554.142,0.000188
1555.142,0.000188
1556.142,0.000188
1557.142,0.000188
1558.142,0.000188
1559.142,0.000188
1560.142,0.000188
1561.142,0.000188
1562.142,0.000188
1563.142,0.000188
1564.142,0.000188
1565.142,0.000188
1566.142,0.000188
1567.142,0.000188
1568.142,0.000188
1569.142,0.000188
1570.142,0.000188
1571.142,0.000188
1572.142,0.000188
1573.142,0.000188
1574.142,0.000188
1575.142,0.000188
1576.142,0.000188
1577.142,0.000188
1578.142,0.000188
1579.142,0.000188
1580.142,0.000188
1581.142,0.000188
1582.142,0.000188
1583.142,0.000188
1584.142,0.000188
1585.142,0.000188
1586.142,0.000188
1587.142,0.000188
1588.142,0.000188
1589.142,0.000188
1590.142,0.000188
1591.142,0.000188
1592.142,0.000188
1593.142,0.000188
1594.142,0.000188
1595.142,0.000188
1596.142,0.000188
1597.142,0.000188
1598.142,0.000188
1599.142,0.000188
1600.142,0.000188
1601.142,0.000188
1602.142,0.000188
1603.142,0.000188
1604.142,0.000188
1605.142,0.000188
1606.142,0.000188
1607.142,0.000188
1608.142,0.000188
1609.142,0.000188
1610.142,0.000188
1611.142,0.000188
1612.142,0.000188
1613.142,0.000188
1614.142,0.000188
1615.142,0.000188
1616.142,0.000188
1617.142,0.000188
1618.142,0.000188
1619.142,0.000188
1620.142,0.000188
1621.142,0.000188
1622.142,0.000188
1623.142,0.000188
1624.142,0.000188
1625.142,0.000188
1626.142,0.000188
1627.142,0.000188
1628.142,0.000188
1629.142,0.000188
1630.142,0.000188
1631.142,0.000188
1632.142,0.000188
1633.142,0.000188
1634.142,0.000188
1635.142,0.000188
1636.142,0.000188
1637.142,0.000188
1638.142,0.000188
1639.142,0.000188
1640.142,0.000188
1641.142,0.000188
1642.142,0.000188
1643.142,0.000188
1644.142,0.000188
1645.142,0.000188
1646.142,0.000188
1647.142,0.000188
1648.142,0.000188
1649.142,0.000188
1650.142,0.000188
1651.142,0.000188
1652.142,0.000188
1653.142,0.000188
1654.142,0.000188
1655.142,0.000188
1656.142,0.000188
1657.142,0.000188
1658.142,0.000188
1659.142,0.000188
1660.142,0.000188
1661.142,0.000188
1662.142,0.000188
1663.142,0.000188
1664.142,0.000188
1665.142,0.000188
1666.142,0.000188
1667.142,0.000188
1668.142,0.000188
1669.142,0.000188
1670.142,0.000188
1671.142,0.000188
1672.142,0.000188
1673.142,0.000188
1674.142,0.000188
1675.142,0.000188
1676.142,0.000188
1677.142,0.000188
1678.142,0.000188
1679.142,0.000188
1680.142,0.000188
1681.142,0.000188
1682.142,0.000188
1683.142,0.000188
1684.142,0.000188
1685.142,0.000188
1686.142,0.000188
1687.142,0.000188
1688.142,0.000188
1689.142,0.000188
1690.142,0.000188
1691.142,0.000188
1692.142,0.000188
1693.142,0.000188
1694.142,0.000188
1695.142,0.000188
1696.142,0.000188
1697.142,0.000188
1698.142,0.000188
1699.142,0.000188
1700.142,0.000188
1701.142,0.000188
1702.142,0.000188
1703.142,0.000188
1704.142,0.000188
1705.142,0.000188
1706.142,0.000188
1707.142,0.000188
1708.142,0.000188
1709.142,0.000188
1710.142,0.000188
1711.142,0.000188
1712.142,0.000188
1713.142,0.000188
1714.142,0.000188
1715.142,0.000188
1716.142,0.000188
1717.142,0.000188
1718.142,0.000188
1719.142,0.000188
1720.142,0.000188
1721.142,0.000188
1722.142,0.000188
1723.142,0.000188
1724.142,0.000188
1725.142,0.977346
1726.142,0.977346
1727.142,0.977346
1728.142,0.977346
1729.142,0.977346
1730.142,0.977346
1731.142,0.977346
1732.142,0.977346
1733.713,0.450269
1734.713,0.450269
1735.713,0.450269
1736.713,0.450269
1737.713,0.450269
1738.713,0.450269
1739.713,0.450269
1740.713,0.450269
1741.713,0.450269
1742.713,0.450269
1743.713,0.450269
1744.713,0.450269
1745.713,0.450269
1746.713,0.450269
1747.713,0.450269
1748.713,0.450269
1749.713,0.450269
1750.713,0.450269
1751.713,0.450269
1752.713,0.450269
1753.713,2.198634
1754.713,2.198634
1755.713,2.198634
1757.113,0.344533
1758.113,0.344533
1759.113,0.344533
1760.113,0.344533
1761.113,0.344533
1762.113,0.344533
1763.113,0.344533
1764.113,0.344533
1765.113,0.344533
1766.113,0.344533
1767.113,0.344533
1768.113,0.344533
1769.113,0.344533
1770.113,0.344533
1771.113,0.344533
1772.113,0.344533
1773.113,0.344533
1774.113,0.344533
1775.113,0.344533
1776.113,0.344533
1777.113,0.344533
1778.113,0.344533
1779.113,0.344533
1780.113,0.344533
1781.113,0.344533
1782.113,0.344533
1783.113,0.344533
1784.113,0.344533
1785.113,0.344533
1786.113,0.344533
1787.113,0.344533
1788.113,0.344533
1789.113,0.344533
1790.113,0.344533
1791.113,0.344533
1792.113,0.344533
1793.113,0.344533
1794.113,0.344533
1795.113,0.344533
1796.113,0.344533
1797.113,0.344533
1798.113,0.344533
1799.113,0.344533
1800.113,0.344533
1801.113,0.344533
1802.113,0.344533
1803.113,0.344533
1804.113,0.344533
1805.113,0.344533
1806.113,0.344533
1807.113,0.344533
1808.113,0.344533
1809.113,0.344533
1810.113,0.344533
1811.113,0.344533
1812.113,0.344533
1813.113,0.344533
1814.113,0.344533
1815.113,0.344533
1816.113,0.344533
1817.113,0.344533
1818.113,0.344533
1819.113,0.344533
1820.113,0.344533
1821.113,0.344533
1822.113,0.344533
1823.113,0.344533
1824.113,0.344533
1825.113,0.344533
1826.113,0.344533
1827.113,0.344533
1828.113,0.344533
1829.113,0.344533
1830.113,0.344533
1831.113,0.344533
1832.113,0.344533
1833.113,0.344533
1834.113,0.344533
1835.113,0.344533
1836.113,0.344533
1837.113,0.344533
1838.113,0.344533
1839.113,0.344533
1840.113,0.344533
1841.113,0.344533
1842.113,0.344533
1843.113,0.344533
1844.113,0.344533
1845.113,0.344533
1846.113,0.344533
1847.113,0.344533
1848.113,0.344533
1849.113,0.344533
1850.113,0.344533
1851.113,0.344533
1852.113,0.344533
1853.113,0.344533
1854.113,0.344533
1855.113,0.344533
1856.113,0.344533
1857.113,0.344533
1858.113,0.344533
1859.113,0.344533
1860.113,0.344533
1861.113,0.344533
1862.113,0.344533
1863.113,0.344533
1864.113,0.344533
1865.113,0.344533
1866.113,0.344533
1867.113,0.344533
1868.113,0.344533
1869.113,0.344533
1870.113,0.344533
1871.113,0.344533
1872.113,0.344533
1873.113,0.344533
1874.113,0.344533
1875.113,0.344533
1876.113,0.344533
1877.113,0.344533
1878.113,0.344533
1879.113,0.344533
1880.113,0.344533
1881.113,0.344533
1882.113,0.344533
1883.113,0.344533
1884.113,0.344533
1885.113,0.344533
1886.113,0.344533
1887.113,0.344533
1888.113,0.344533
1889.113,0.344533
1890.113,0.344533
1891.113,0.344533
1892.113,0.344533
1893.113,0.344533
1894.113,0.344533
1895.113,0.344533
1896.113,0.344533
1897.113,0.344533
1898.113,0.344533
1899.113,0.344533
1900.113,0.344533
1901.113,0.344533
1902.113,0.344533
1903.113,0.344533
1904.113,0.344533
1905.113,0.344533
1906.113,0.344533
1907.113,0.344533
1908.113,0.344533
1909.113,0.344533
1910.113,0.344533
1911.113,0.344533
1912.113,0.344533
1913.113,0.344533
1914.113,0.344533
1915.113,0.344533
1916.113,0.344533
1917.113,0.344533
1918.113,0.344533
1919.113,0.344533
1920.113,0.344533
1921.113,0.344533
1922.113,0.344533
1923.113,0.344533
1924.113,0.344533
1925.113,0.344533
1926.113,0.344533
1927.113,0.344533
1928.113,0.344533
1929.113,0.344533
1930.113,0.344533
1931.113,0.344533
1932.113,0.344533
1933.113,0.344533
1934.113,0.344533
1935.113,0.344533
1936.113,0.344533
1937.113,0.344533
1938.113,0.344533
1939.113,0.344533
1940.113,0.344533
1941.113,0.344533
1942.113,0.344533
1943.113,0.344533
1944.113,0.344533
1945.113,0.344533
1946.113,0.344533
1947.113,0.344533
1948.113,0.344533
1949.113,0.344533
1950.113,0.344533
1951.113,0.344533
1952.113,0.344533
1953.113,0.344533
1954.113,0.344533
1955.113,0.344533
1956.113,0.344533
1957.113,1.030885
1958.113,1.030885
1959.113,1.030885
1960.113,0.226830
1961.113,0.226830
1962.113,0.226830
1963.113,0.226830
1964.113,0.226830
1965.113,0.226830
1966.113,0.226830
1967.113,0.226830
1968.113,0.226830
1969.113,0.226830
1970.113,0.226830
1971.113,0.226830
1972.113,0.226830
1973.113,0.226830
1974.113,0.226830
1975.113,0.226830
1976.113,0.226830
1977.113,0.226830
1978.113,0.226830
1979.113,0.226830
1980.113,0.927312
1981.113,0.927312
1982.113,0.927312
1983.113,0.927312
1984.113,0.927312
1985.113,0.927312
1986.113,0.927312
1987.113,0.927312
